Label,EmailText
ham,Don't forget to buy groceries on your way home. reply
spam,"You have won a lottery of $10,000! Send your details immediately to claim. !!!"
ham,Call me when you are free. 
ham,Call me when you are free. 
ham,Call me when you are free. 
ham,Please find the attached document for your review. now
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! "
ham,Call me when you are free. !!!
ham,Don't forget to buy groceries on your way home. now
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. pls
ham,Don't forget to buy groceries on your way home. ok
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. reply"
ham,Meeting got postponed to next week. urgent
ham,Call me when you are free. reply
ham,Please find the attached document for your review. ok
ham,Don't forget to buy groceries on your way home. 
ham,Call me when you are free. !!!
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! pls"
ham,Did you finish the project presentation? urgent
ham,Please find the attached document for your review. call
ham,"Hey, are we meeting later today? reply"
ham,Please find the attached document for your review. call
ham,I'll reach office by 10am. !!!
ham,Call me when you are free. ok
ham,Did you finish the project presentation? urgent
ham,Let's have lunch tomorrow at 1 pm. 
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. 
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. 
ham,"Hey, are we meeting later today? "
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. reply
ham,Did you finish the project presentation? ok
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. urgent
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. ok
ham,I'll reach office by 10am. reply
ham,"Hey, are we meeting later today? now"
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. pls"
ham,Let's have lunch tomorrow at 1 pm. !!!
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! "
ham,Let's have lunch tomorrow at 1 pm. urgent
ham,Call me when you are free. call
spam,WINNER!! As a valued customer you have been selected for a £900 reward! reply
ham,Can you send me the report by evening? pls
ham,"Hey, are we meeting later today? ok"
spam,"You have won a lottery of $10,000! Send your details immediately to claim. now"
ham,I'll reach office by 10am. pls
ham,Let's have lunch tomorrow at 1 pm. urgent
ham,Don't forget to buy groceries on your way home. reply
ham,Meeting got postponed to next week. urgent
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. call
spam,WINNER!! As a valued customer you have been selected for a £900 reward! pls
spam,"You have won a lottery of $10,000! Send your details immediately to claim. "
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. now
ham,Don't forget to buy groceries on your way home. !!!
ham,Meeting got postponed to next week. now
ham,Can you send me the report by evening? !!!
ham,Let's have lunch tomorrow at 1 pm. ok
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. pls
ham,Please find the attached document for your review. now
ham,Don't forget to buy groceries on your way home. 
ham,Did you finish the project presentation? reply
spam,WINNER!! As a valued customer you have been selected for a £900 reward! call
ham,"Hey, are we meeting later today? urgent"
ham,See you at the gym later! call
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. now
ham,Let's have lunch tomorrow at 1 pm. reply
ham,Did you finish the project presentation? reply
ham,"Hey, are we meeting later today? reply"
ham,Please find the attached document for your review. now
ham,Call me when you are free. now
ham,Let's have lunch tomorrow at 1 pm. reply
ham,Did you finish the project presentation? 
ham,Did you finish the project presentation? urgent
ham,See you at the gym later! reply
ham,Meeting got postponed to next week. 
ham,Let's have lunch tomorrow at 1 pm. !!!
spam,WINNER!! As a valued customer you have been selected for a £900 reward! !!!
spam,WINNER!! As a valued customer you have been selected for a £900 reward! call
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! ok"
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. ok
ham,Please find the attached document for your review. now
ham,Call me when you are free. urgent
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. "
ham,Let's have lunch tomorrow at 1 pm. ok
ham,Don't forget to buy groceries on your way home. now
ham,Can you send me the report by evening? call
ham,Did you finish the project presentation? 
ham,Don't forget to buy groceries on your way home. pls
spam,"You have won a lottery of $10,000! Send your details immediately to claim. call"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. "
ham,Did you finish the project presentation? pls
ham,Let's have lunch tomorrow at 1 pm. pls
ham,Call me when you are free. 
ham,See you at the gym later! now
ham,"Hey, are we meeting later today? !!!"
ham,Can you send me the report by evening? ok
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! !!!"
ham,Don't forget to buy groceries on your way home. call
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! call"
ham,Don't forget to buy groceries on your way home. call
ham,Call me when you are free. urgent
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. 
ham,Let's have lunch tomorrow at 1 pm. pls
ham,Did you finish the project presentation? 
ham,Can you send me the report by evening? pls
ham,I'll reach office by 10am. reply
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. 
ham,I'll reach office by 10am. !!!
ham,Can you send me the report by evening? reply
ham,Can you send me the report by evening? urgent
ham,Did you finish the project presentation? reply
ham,Please find the attached document for your review. ok
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. call
spam,"Get cheap loans now! Low interest, quick approval. Reply YES to apply. pls"
ham,Don't forget to buy groceries on your way home. now
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! ok"
ham,Can you send me the report by evening? urgent
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. ok
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. now
ham,Call me when you are free. !!!
ham,Don't forget to buy groceries on your way home. pls
spam,"SIX chances to win CASH! From 100 to 20,000 pounds. Text WIN to 87575. now"
ham,I'll reach office by 10am. !!!
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. !!!
ham,Did you finish the project presentation? ok
ham,See you at the gym later! urgent
ham,See you at the gym later! ok
ham,Please find the attached document for your review. call
spam,Claim your free ringtone by texting WIN to 80082! Offer ends soon. reply
ham,See you at the gym later! 
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! pls"
ham,Let's have lunch tomorrow at 1 pm. reply
ham,I'll reach office by 10am. urgent
ham,See you at the gym later! reply
ham,"Hey, are we meeting later today? !!!"
ham,Call me when you are free. urgent
ham,Call me when you are free. ok
ham,Meeting got postponed to next week. urgent
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! ok"
ham,I'll reach office by 10am. pls
ham,See you at the gym later! now
ham,Please find the attached document for your review. 
ham,Call me when you are free. 
ham,Call me when you are free. pls
ham,Please find the attached document for your review. !!!
ham,Please find the attached document for your review. now
ham,Let's have lunch tomorrow at 1 pm. call
spam,Congratulations! You've won a free ticket to Bahamas! Call now to claim. 
ham,"Hey, are we meeting later today? now"
ham,Let's have lunch tomorrow at 1 pm. 
ham,Did you finish the project presentation? urgent
ham,Did you finish the project presentation? reply
ham,Don't forget to buy groceries on your way home. 
ham,"Hey, are we meeting later today? pls"
ham,I'll reach office by 10am. 
ham,Please find the attached document for your review. reply
spam,Win a brand new iPhone! Reply WIN or visit our site to claim your reward. ok
ham,Call me when you are free. reply
ham,See you at the gym later! 
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. now
ham,See you at the gym later! ok
ham,Don't forget to buy groceries on your way home. 
ham,Can you send me the report by evening? ok
ham,Don't forget to buy groceries on your way home. ok
ham,Don't forget to buy groceries on your way home. urgent
ham,Let's have lunch tomorrow at 1 pm. pls
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 prize jackpot! urgent"
ham,Can you send me the report by evening? call
ham,I'll reach office by 10am. reply
ham,I'll reach office by 10am. urgent
spam,"Your number has won 10,000 GBP in our lucky draw. Contact us immediately! !!!"
ham,I'll reach office by 10am. reply
ham,Can you send me the report by evening? urgent
ham,"Hey, are we meeting later today? reply"
ham,Don't forget to buy groceries on your way home. pls
spam,You’ve been selected to receive a $1000 Walmart gift card. Visit our link now. ok
ham,Please find the attached document for your review. call
ham,Let's have lunch tomorrow at 1 pm. now
ham,Meeting got postponed to next week. urgent
ham,Meeting got postponed to next week. reply
ham,Don't forget to buy groceries on your way home. now
ham,I'll reach office by 10am. ok
ham,"Hey, are we meeting later today? pls"
ham,Call me when you are free. call
ham,I'll reach office by 10am. reply
ham,Don't forget to buy groceries on your way home. now
ham,Please find the attached document for your review. pls
